id,repo,commit,source,target,repo_id,lib_pair_id,total_tests,premig_passed_tests,llmmig_has_result,llmmig_passed_tests,llmmig_correctness,llmmig_abs_improvement,llmmig_rel_improvement,merge_skipped_has_result,merge_skipped_passed_tests,merge_skipped_correctness,merge_skipped_abs_improvement,merge_skipped_rel_improvement,async_transform_has_result,async_transform_passed_tests,async_transform_correctness,async_transform_abs_improvement,async_transform_rel_improvement,overall_correctness,best_round,manual_edit_has_result,manual_edit_passed_tests,manual_edit_correctness,manual_edit_abs_improvement,manual_edit_rel_improvement,premig_to_best_migloc,best_to_manual_edit_migloc
sindrel@nrk-pod-feeds__69b3cf40__requests__aiohttp,sindrel/nrk-pod-feeds,69b3cf40,requests,aiohttp,sindrel@nrk-pod-feeds__69b3cf40,requests__aiohttp,14,11,True,3,0.2727272727272727,-1,-1,False,-1,0.2727272727272727,-1,-1.0,True,11,1.0,8,2.6666666666666665,1.0,async_transform,,-1,-1,-1,-1,212,0
python-cas@python-cas__5697dcc5__requests__treq,python-cas/python-cas,5697dcc5,requests,treq,python-cas@python-cas__5697dcc5,requests__treq,21,21,True,20,0.9523809523809523,-1,-1,False,-1,0.9523809523809523,-1,-1.0,False,-1,0.9523809523809523,-1,-1.0,0.9523809523809523,llmmig,,-1,-1,-1,-1,12,0
affjljoo3581@gpt2__7b159669__tqdm__alive-progress,affjljoo3581/gpt2,7b159669,tqdm,alive-progress,affjljoo3581@gpt2__7b159669,tqdm__alive-progress,35,35,True,35,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,12,0
google@github_nonpublic_api__895a9075__requests__urllib3,google/github_nonpublic_api,895a9075,requests,urllib3,google@github_nonpublic_api__895a9075,requests__urllib3,12,12,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,61,0
polymarket@py-clob-client__8ced2024__requests__urllib3,polymarket/py-clob-client,8ced2024,requests,urllib3,polymarket@py-clob-client__8ced2024,requests__urllib3,68,68,True,68,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,31,0
jborchma@qtrade__7f89efd9__requests__httpx,jborchma/qtrade,7f89efd9,requests,httpx,jborchma@qtrade__7f89efd9,requests__httpx,18,18,True,14,0.7777777777777778,-1,-1,False,-1,0.7777777777777778,-1,-1.0,False,-1,0.7777777777777778,-1,-1.0,0.7777777777777778,llmmig,,-1,-1,-1,-1,54,0
jannisborn@paperscraper__fa7c5e26__requests__pycurl,jannisborn/paperscraper,fa7c5e26,requests,pycurl,jannisborn@paperscraper__fa7c5e26,requests__pycurl,47,42,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,123,0
lukasschwab@arxiv.py__a1180d0e__requests__urllib3,lukasschwab/arxiv.py,a1180d0e,requests,urllib3,lukasschwab@arxiv.py__a1180d0e,requests__urllib3,25,25,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,42,0
skyme5@snapchat-dl__9b382d01__requests__urllib3,skyme5/snapchat-dl,9b382d01,requests,urllib3,skyme5@snapchat-dl__9b382d01,requests__urllib3,14,12,True,10,0.8333333333333334,-1,-1,False,-1,0.8333333333333334,-1,-1.0,False,-1,0.8333333333333334,-1,-1.0,0.8333333333333334,llmmig,,-1,-1,-1,-1,39,0
dknowles2@pyschlage__5c48dcd0__requests__urllib3,dknowles2/pyschlage,5c48dcd0,requests,urllib3,dknowles2@pyschlage__5c48dcd0,requests__urllib3,58,54,True,45,0.8333333333333334,-1,-1,False,-1,0.8333333333333334,-1,-1.0,False,-1,0.8333333333333334,-1,-1.0,0.8333333333333334,llmmig,,-1,-1,-1,-1,131,0
icane@pyaxis__5217b0e8__requests__treq,icane/pyaxis,5217b0e8,requests,treq,icane@pyaxis__5217b0e8,requests__treq,28,25,True,18,0.72,-1,-1,False,-1,0.72,-1,-1.0,False,-1,0.72,-1,-1.0,0.72,llmmig,,-1,-1,-1,-1,25,0
suresoft-glados@sbfl__056ecf1f__tqdm__progressbar2,suresoft-glados/sbfl,056ecf1f,tqdm,progressbar2,suresoft-glados@sbfl__056ecf1f,tqdm__progressbar2,75,75,True,75,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,9,0
blueprints-org@blueprints__b3bb6987__matplotlib__seaborn,blueprints-org/blueprints,b3bb6987,matplotlib,seaborn,blueprints-org@blueprints__b3bb6987,matplotlib__seaborn,1416,1416,True,1415,0.9992937853107344,-1,-1,False,-1,0.9992937853107344,-1,-1.0,False,-1,0.9992937853107344,-1,-1.0,0.9992937853107344,llmmig,,-1,-1,-1,-1,13,0
octodns@octodns-ddns__d152390d__requests__requests_futures,octodns/octodns-ddns,d152390d,requests,requests_futures,octodns@octodns-ddns__d152390d,requests__requests_futures,7,7,True,1,0.14285714285714285,-1,-1,False,-1,0.14285714285714285,-1,-1.0,False,-1,0.14285714285714285,-1,-1.0,0.14285714285714285,llmmig,,-1,-1,-1,-1,22,0
cskorpion@vmprof-firefox-converter__e1f6bb79__flask__bottle,cskorpion/vmprof-firefox-converter,e1f6bb79,flask,bottle,cskorpion@vmprof-firefox-converter__e1f6bb79,flask__bottle,59,56,True,56,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,32,0
kmiq@coinbase-advanced-python__660f2f07__requests__urllib3,kmiq/coinbase-advanced-python,660f2f07,requests,urllib3,kmiq@coinbase-advanced-python__660f2f07,requests__urllib3,36,36,True,1,0.027777777777777776,-1,-1,False,-1,0.027777777777777776,-1,-1.0,False,-1,0.027777777777777776,-1,-1.0,0.027777777777777776,llmmig,,-1,-1,-1,-1,465,0
blingenf@copydetect__ba072818__jinja2__mako,blingenf/copydetect,ba072818,jinja2,mako,blingenf@copydetect__ba072818,jinja2__mako,38,38,True,37,0.9736842105263158,-1,-1,False,-1,0.9736842105263158,-1,-1.0,False,-1,0.9736842105263158,-1,-1.0,0.9736842105263158,llmmig,,-1,-1,-1,-1,6,0
yihong0618@klingcreator__e567c6a1__requests__pycurl,yihong0618/klingcreator,e567c6a1,requests,pycurl,yihong0618@klingcreator__e567c6a1,requests__pycurl,21,21,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,118,0
carbonblack@carbon-black-cloud-sdk-python__0a3b0cfb__jsonschema__cerberus,carbonblack/carbon-black-cloud-sdk-python,0a3b0cfb,jsonschema,cerberus,carbonblack@carbon-black-cloud-sdk-python__0a3b0cfb,jsonschema__cerberus,1498,1498,True,1475,0.9846461949265688,-1,-1,False,-1,0.9846461949265688,-1,-1.0,False,-1,0.9846461949265688,-1,-1.0,0.9846461949265688,llmmig,,-1,-1,-1,-1,15,0
k1m0ch1@bibit__9ae395ed__urllib3__aiohttp,k1m0ch1/bibit,9ae395ed,urllib3,aiohttp,k1m0ch1@bibit__9ae395ed,urllib3__aiohttp,2,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,43,0
d-rickyy-b@pastepwn__cde6e968__requests__urllib3,d-rickyy-b/pastepwn,cde6e968,requests,urllib3,d-rickyy-b@pastepwn__cde6e968,requests__urllib3,236,233,True,233,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,22,0
abinthomasonline@repopack-py__dc2b9243__chardet__cchardet,abinthomasonline/repopack-py,dc2b9243,chardet,cchardet,abinthomasonline@repopack-py__dc2b9243,chardet__cchardet,21,21,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,4,0
microsoft@knack__b1164b57__tabulate__rich,microsoft/knack,b1164b57,tabulate,rich,microsoft@knack__b1164b57,tabulate__rich,240,240,True,233,0.9708333333333333,-1,-1,False,-1,0.9708333333333333,-1,-1.0,False,-1,0.9708333333333333,-1,-1.0,0.9708333333333333,llmmig,,-1,-1,-1,-1,22,0
trellis-ldp@py-ldnlib__83703c26__requests__urllib3,trellis-ldp/py-ldnlib,83703c26,requests,urllib3,trellis-ldp@py-ldnlib__83703c26,requests__urllib3,13,13,True,1,0.07692307692307693,-1,-1,False,-1,0.07692307692307693,-1,-1.0,False,-1,0.07692307692307693,-1,-1.0,0.07692307692307693,llmmig,,-1,-1,-1,-1,61,0
k1m0ch1@bibit__9ae395ed__urllib3__requests,k1m0ch1/bibit,9ae395ed,urllib3,requests,k1m0ch1@bibit__9ae395ed,urllib3__requests,2,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,0,0
yihong0618@klingcreator__e567c6a1__requests__treq,yihong0618/klingcreator,e567c6a1,requests,treq,yihong0618@klingcreator__e567c6a1,requests__treq,21,21,True,20,0.9523809523809523,-1,-1,False,-1,0.9523809523809523,-1,-1.0,False,-1,0.9523809523809523,-1,-1.0,0.9523809523809523,llmmig,,-1,-1,-1,-1,154,0
hh-h@aiohttp-swagger3__311f0dc9__attrs__cattrs,hh-h/aiohttp-swagger3,311f0dc9,attrs,cattrs,hh-h@aiohttp-swagger3__311f0dc9,attrs__cattrs,192,192,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,376,0
capitalone@edgetest__dfc8b73c__click__typer,capitalone/edgetest,dfc8b73c,click,typer,capitalone@edgetest__dfc8b73c,click__typer,56,36,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,39,0
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__aiohttp,lamoreauxlab/srpenergy-api-client-python,693bafd8,requests,aiohttp,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests__aiohttp,43,43,True,24,0.5581395348837209,-1,-1,False,-1,0.5581395348837209,-1,-1.0,True,24,0.5581395348837209,0,0.0,0.5581395348837209,llmmig,,-1,-1,-1,-1,151,0
datamade@census__dd8b5b5e__requests__pycurl,datamade/census,dd8b5b5e,requests,pycurl,datamade@census__dd8b5b5e,requests__pycurl,17,17,True,6,0.35294117647058826,-1,-1,False,-1,0.35294117647058826,-1,-1.0,False,-1,0.35294117647058826,-1,-1.0,0.35294117647058826,llmmig,,-1,-1,-1,-1,132,0
coguardio@coguard-cli__48207839__requests__aiohttp,coguardio/coguard-cli,48207839,requests,aiohttp,coguardio@coguard-cli__48207839,requests__aiohttp,379,374,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1,-1,-1,839,0
d-rickyy-b@pastepwn__cde6e968__requests__httpx,d-rickyy-b/pastepwn,cde6e968,requests,httpx,d-rickyy-b@pastepwn__cde6e968,requests__httpx,236,233,True,231,0.9914163090128756,-1,-1,False,-1,0.9914163090128756,-1,-1.0,False,-1,0.9914163090128756,-1,-1.0,0.9914163090128756,llmmig,,-1,-1,-1,-1,25,0
j4asper@dmr.py__8f335fd5__requests__treq,j4asper/dmr.py,8f335fd5,requests,treq,j4asper@dmr.py__8f335fd5,requests__treq,13,6,True,5,0.8333333333333334,-1,-1,False,-1,0.8333333333333334,-1,-1.0,False,-1,0.8333333333333334,-1,-1.0,0.8333333333333334,llmmig,,-1,-1,-1,-1,68,0
sann05@python-currencycom__d790bd00__requests__aiohttp,sann05/python-currencycom,d790bd00,requests,aiohttp,sann05@python-currencycom__d790bd00,requests__aiohttp,47,43,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1,-1,-1,1000,0
gillesvink@nukedockerbuild__69afa626__requests__pycurl,gillesvink/nukedockerbuild,69afa626,requests,pycurl,gillesvink@nukedockerbuild__69afa626,requests__pycurl,58,58,True,57,0.9827586206896551,-1,-1,False,-1,0.9827586206896551,-1,-1.0,False,-1,0.9827586206896551,-1,-1.0,0.9827586206896551,llmmig,,-1,-1,-1,-1,68,0
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__requests_futures,lamoreauxlab/srpenergy-api-client-python,693bafd8,requests,requests_futures,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests__requests_futures,43,43,True,24,0.5581395348837209,-1,-1,True,24,0.5581395348837209,0,0.0,False,-1,0.5581395348837209,-1,-1.0,0.5581395348837209,llmmig,,-1,-1,-1,-1,101,0
treasure-data@td-client-python__099f9578__urllib3__requests,treasure-data/td-client-python,099f9578,urllib3,requests,treasure-data@td-client-python__099f9578,urllib3__requests,292,290,True,238,0.8206896551724138,-1,-1,True,238,0.8206896551724138,0,0.0,False,-1,0.8206896551724138,-1,-1.0,0.8206896551724138,llmmig,,-1,-1,-1,-1,166,0
cronitorio@cronitor-python__cdbae557__requests__urllib3,cronitorio/cronitor-python,cdbae557,requests,urllib3,cronitorio@cronitor-python__cdbae557,requests__urllib3,18,18,True,13,0.7222222222222222,-1,-1,False,-1,0.7222222222222222,-1,-1.0,False,-1,0.7222222222222222,-1,-1.0,0.7222222222222222,llmmig,,-1,-1,-1,-1,62,0
green-api@whatsapp-api-client-python__82b8d509__requests__pycurl,green-api/whatsapp-api-client-python,82b8d509,requests,pycurl,green-api@whatsapp-api-client-python__82b8d509,requests__pycurl,1,1,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,84,0
bamboo-cms@bamboo__a5140922__click__plac,bamboo-cms/bamboo,a5140922,click,plac,bamboo-cms@bamboo__a5140922,click__plac,81,81,True,81,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,19,0
haidra-org@ai-horde-styles__1221207a__requests__urllib3,haidra-org/ai-horde-styles,1221207a,requests,urllib3,haidra-org@ai-horde-styles__1221207a,requests__urllib3,3,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,13,0
icane@pyaxis__5217b0e8__requests__requests_futures,icane/pyaxis,5217b0e8,requests,requests_futures,icane@pyaxis__5217b0e8,requests__requests_futures,28,25,True,23,0.92,-1,-1,False,-1,0.92,-1,-1.0,False,-1,0.92,-1,-1.0,0.92,llmmig,,-1,-1,-1,-1,57,0
bheinzerling@bpemb__a75008c1__tqdm__alive-progress,bheinzerling/bpemb,a75008c1,tqdm,alive-progress,bheinzerling@bpemb__a75008c1,tqdm__alive-progress,20,20,True,20,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,11,0
internetarchive@openlibrary-client__7e45d512__requests__requests_futures,internetarchive/openlibrary-client,7e45d512,requests,requests_futures,internetarchive@openlibrary-client__7e45d512,requests__requests_futures,46,46,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,91,0
rochacbruno@dundie-rewards__e35d6be5__click__typer,rochacbruno/dundie-rewards,e35d6be5,click,typer,rochacbruno@dundie-rewards__e35d6be5,click__typer,27,26,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,55,0
invinet@python-en16931__5e3a4a6c__requests__pycurl,invinet/python-en16931,5e3a4a6c,requests,pycurl,invinet@python-en16931__5e3a4a6c,requests__pycurl,69,69,True,69,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,167,0
lmcinnes@glasbey__37cd1125__matplotlib__altair,lmcinnes/glasbey,37cd1125,matplotlib,altair,lmcinnes@glasbey__37cd1125,matplotlib__altair,92,92,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,7,0
filestack@filestack-python__0e44e337__requests__urllib3,filestack/filestack-python,0e44e337,requests,urllib3,filestack@filestack-python__0e44e337,requests__urllib3,107,107,True,73,0.6822429906542056,-1,-1,False,-1,0.6822429906542056,-1,-1.0,False,-1,0.6822429906542056,-1,-1.0,0.6822429906542056,llmmig,,-1,-1,-1,-1,222,0
codewithemad@apyrat__de1852d8__requests__aiohttp,codewithemad/apyrat,de1852d8,requests,aiohttp,codewithemad@apyrat__de1852d8,requests__aiohttp,8,1,True,2,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,1,0.0,-1,-0.5,0.0,llmmig,,-1,-1,-1,-1,90,0
andreroggeri@pynubank__3a35d906__requests__urllib3,andreroggeri/pynubank,3a35d906,requests,urllib3,andreroggeri@pynubank__3a35d906,requests__urllib3,328,327,True,71,0.21712538226299694,-1,-1,False,-1,0.21712538226299694,-1,-1.0,False,-1,0.21712538226299694,-1,-1.0,0.21712538226299694,llmmig,,-1,-1,-1,-1,126,0
alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__sqlobject,alpden550/encrypt-decrypt-fields,a0029320,sqlalchemy,sqlobject,alpden550@encrypt-decrypt-fields__a0029320,sqlalchemy__sqlobject,16,16,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,14,0
github@automatic-contrib-prs__3c357a2e__python-dotenv__dynaconf,github/automatic-contrib-prs,3c357a2e,python-dotenv,dynaconf,github@automatic-contrib-prs__3c357a2e,python-dotenv__dynaconf,22,22,True,14,0.6363636363636364,-1,-1,False,-1,0.6363636363636364,-1,-1.0,False,-1,0.6363636363636364,-1,-1.0,0.6363636363636364,llmmig,,-1,-1,-1,-1,27,0
funilrys@pyfunceble__a2756c4f__python-dotenv__environs,funilrys/pyfunceble,a2756c4f,python-dotenv,environs,funilrys@pyfunceble__a2756c4f,python-dotenv__environs,903,903,True,900,0.9966777408637874,-1,-1,False,-1,0.9966777408637874,-1,-1.0,False,-1,0.9966777408637874,-1,-1.0,0.9966777408637874,llmmig,,-1,-1,-1,-1,38,0
getpatchwork@git-pw__02c38bef__requests__treq,getpatchwork/git-pw,02c38bef,requests,treq,getpatchwork@git-pw__02c38bef,requests__treq,84,84,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,38,0
codewithemad@apyrat__de1852d8__requests__treq,codewithemad/apyrat,de1852d8,requests,treq,codewithemad@apyrat__de1852d8,requests__treq,8,1,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,1,0.0,1,1.0,0.0,llmmig,,-1,-1,-1,-1,42,0
cordada@lib-cl-sii-python__d750fe31__jsonschema__cerberus,cordada/lib-cl-sii-python,d750fe31,jsonschema,cerberus,cordada@lib-cl-sii-python__d750fe31,jsonschema__cerberus,405,401,True,398,0.9925187032418953,-1,-1,False,-1,0.9925187032418953,-1,-1.0,False,-1,0.9925187032418953,-1,-1.0,0.9925187032418953,llmmig,,-1,-1,-1,-1,12,0
icane@pyaxis__5217b0e8__requests__httpx,icane/pyaxis,5217b0e8,requests,httpx,icane@pyaxis__5217b0e8,requests__httpx,28,25,True,23,0.92,-1,-1,False,-1,0.92,-1,-1.0,False,-1,0.92,-1,-1.0,0.92,llmmig,,-1,-1,-1,-1,24,0
malmgrek@gammy__0b347ec9__matplotlib__seaborn,malmgrek/gammy,0b347ec9,matplotlib,seaborn,malmgrek@gammy__0b347ec9,matplotlib__seaborn,60,60,True,60,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,3,0
juanjosalvador@nyaapy__38df01c2__requests__urllib3,juanjosalvador/nyaapy,38df01c2,requests,urllib3,juanjosalvador@nyaapy__38df01c2,requests__urllib3,4,4,True,4,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,33,0
resend@resend-python__b468d4d5__requests__httpx,resend/resend-python,b468d4d5,requests,httpx,resend@resend-python__b468d4d5,requests__httpx,57,57,True,57,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,14,0
skyme5@snapchat-dl__9b382d01__requests__treq,skyme5/snapchat-dl,9b382d01,requests,treq,skyme5@snapchat-dl__9b382d01,requests__treq,14,10,True,11,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,24,0
ful1e5@clickgen__ce70d07a__toml__tomli,ful1e5/clickgen,ce70d07a,toml,tomli,ful1e5@clickgen__ce70d07a,toml__tomli,42,41,True,39,0.9512195121951219,-1,-1,False,-1,0.9512195121951219,-1,-1.0,False,-1,0.9512195121951219,-1,-1.0,0.9512195121951219,llmmig,,-1,-1,-1,-1,5,0
goranvrbaski@python-namesilo__4c867e65__requests__aiohttp,goranvrbaski/python-namesilo,4c867e65,requests,aiohttp,goranvrbaski@python-namesilo__4c867e65,requests__aiohttp,32,32,True,4,0.125,-1,-1,False,-1,0.125,-1,-1.0,True,30,0.9375,26,6.5,0.9375,async_transform,,-1,-1,-1,-1,380,0
getpatchwork@git-pw__02c38bef__requests__aiohttp,getpatchwork/git-pw,02c38bef,requests,aiohttp,getpatchwork@git-pw__02c38bef,requests__aiohttp,84,84,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1,-1,-1,233,0
smartystreets@smartystreets-python-sdk__af56ea7f__requests__treq,smartystreets/smartystreets-python-sdk,af56ea7f,requests,treq,smartystreets@smartystreets-python-sdk__af56ea7f,requests__treq,83,83,True,73,0.8795180722891566,-1,-1,False,-1,0.8795180722891566,-1,-1.0,False,-1,0.8795180722891566,-1,-1.0,0.8795180722891566,llmmig,,-1,-1,-1,-1,32,0
blingenf@copydetect__ba072818__tqdm__alive-progress,blingenf/copydetect,ba072818,tqdm,alive-progress,blingenf@copydetect__ba072818,tqdm__alive-progress,38,38,True,38,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,83,0
segmentio@analytics-python__603632f3__requests__requests_futures,segmentio/analytics-python,603632f3,requests,requests_futures,segmentio@analytics-python__603632f3,requests__requests_futures,79,79,True,68,0.8607594936708861,-1,-1,False,-1,0.8607594936708861,-1,-1.0,False,-1,0.8607594936708861,-1,-1.0,0.8607594936708861,llmmig,,-1,-1,-1,-1,59,0
gugarosa@opytimizer__e050d12f__matplotlib__plotly,gugarosa/opytimizer,e050d12f,matplotlib,plotly,gugarosa@opytimizer__e050d12f,matplotlib__plotly,662,634,True,632,0.9968454258675079,-1,-1,False,-1,0.9968454258675079,-1,-1.0,False,-1,0.9968454258675079,-1,-1.0,0.9968454258675079,llmmig,,-1,-1,-1,-1,74,0
trellis-ldp@py-ldnlib__83703c26__requests__pycurl,trellis-ldp/py-ldnlib,83703c26,requests,pycurl,trellis-ldp@py-ldnlib__83703c26,requests__pycurl,13,13,True,1,0.07692307692307693,-1,-1,False,-1,0.07692307692307693,-1,-1.0,False,-1,0.07692307692307693,-1,-1.0,0.07692307692307693,llmmig,,-1,-1,-1,-1,142,0
jacob-y@django-clean-architecture__103d89e4__requests__urllib3,jacob-y/django-clean-architecture,103d89e4,requests,urllib3,jacob-y@django-clean-architecture__103d89e4,requests__urllib3,15,15,True,12,0.8,-1,-1,False,-1,0.8,-1,-1.0,False,-1,0.8,-1,-1.0,0.8,llmmig,,-1,-1,-1,-1,31,0
cronitorio@cronitor-python__cdbae557__requests__pycurl,cronitorio/cronitor-python,cdbae557,requests,pycurl,cronitorio@cronitor-python__cdbae557,requests__pycurl,18,18,True,12,0.6666666666666666,-1,-1,False,-1,0.6666666666666666,-1,-1.0,False,-1,0.6666666666666666,-1,-1.0,0.6666666666666666,llmmig,,-1,-1,-1,-1,116,0
smartystreets@smartystreets-python-sdk__af56ea7f__requests__httpx,smartystreets/smartystreets-python-sdk,af56ea7f,requests,httpx,smartystreets@smartystreets-python-sdk__af56ea7f,requests__httpx,83,83,True,75,0.9036144578313253,-1,-1,False,-1,0.9036144578313253,-1,-1.0,False,-1,0.9036144578313253,-1,-1.0,0.9036144578313253,llmmig,,-1,-1,-1,-1,36,0
jundymek@free-proxy__6e391030__requests__urllib3,jundymek/free-proxy,6e391030,requests,urllib3,jundymek@free-proxy__6e391030,requests__urllib3,17,17,True,16,0.9411764705882353,-1,-1,False,-1,0.9411764705882353,-1,-1.0,False,-1,0.9411764705882353,-1,-1.0,0.9411764705882353,llmmig,,-1,-1,-1,-1,18,0
david96182@ninjemail__2a52a8cc__requests__urllib3,david96182/ninjemail,2a52a8cc,requests,urllib3,david96182@ninjemail__2a52a8cc,requests__urllib3,85,85,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,203,0
securisec@chepy__15beb6d7__colorama__termcolor,securisec/chepy,15beb6d7,colorama,termcolor,securisec@chepy__15beb6d7,colorama__termcolor,510,466,True,466,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,16,0
osmlab@maproulette-python-client__a610f25a__requests__aiohttp,osmlab/maproulette-python-client,a610f25a,requests,aiohttp,osmlab@maproulette-python-client__a610f25a,requests__aiohttp,68,68,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1,-1,-1,1072,0
kura@yarg__6378a9f4__requests__pycurl,kura/yarg,6378a9f4,requests,pycurl,kura@yarg__6378a9f4,requests__pycurl,58,58,True,47,0.8103448275862069,-1,-1,False,-1,0.8103448275862069,-1,-1.0,False,-1,0.8103448275862069,-1,-1.0,0.8103448275862069,llmmig,,-1,-1,-1,-1,80,0
securisec@chepy__15beb6d7__colorama__rich,securisec/chepy,15beb6d7,colorama,rich,securisec@chepy__15beb6d7,colorama__rich,510,466,True,466,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1,-1,-1,16,0
git-shogg@finsec__e64e34a9__requests__requests_futures,git-shogg/finsec,e64e34a9,requests,requests_futures,git-shogg@finsec__e64e34a9,requests__requests_futures,7,7,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,161,0
pklauke@pycamunda__fdab7274__requests__pycurl,pklauke/pycamunda,fdab7274,requests,pycurl,pklauke@pycamunda__fdab7274,requests__pycurl,999,999,True,484,0.4844844844844845,-1,-1,False,-1,0.4844844844844845,-1,-1.0,False,-1,0.4844844844844845,-1,-1.0,0.4844844844844845,llmmig,,-1,-1,-1,-1,295,0
pagerduty@pdpyras__a4b14c5c__requests__requests_futures,pagerduty/pdpyras,a4b14c5c,requests,requests_futures,pagerduty@pdpyras__a4b14c5c,requests__requests_futures,25,25,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1,-1,-1,319,0
