id,repo,commit,source,target,repo_id,lib_pair_id,total_tests,premig_passed_tests,llmmig_has_result,llmmig_passed_tests,llmmig_correctness,llmmig_abs_improvement,llmmig_rel_improvement,merge_skipped_has_result,merge_skipped_passed_tests,merge_skipped_correctness,merge_skipped_abs_improvement,merge_skipped_rel_improvement,async_transform_has_result,async_transform_passed_tests,async_transform_correctness,async_transform_abs_improvement,async_transform_rel_improvement,overall_correctness,best_round,manual_edit_has_result,manual_edit_passed_tests,manual_edit_correctness,manual_edit_abs_improvement,manual_edit_rel_improvement,premig_to_best_migloc,best_to_manual_edit_migloc,dev_effort_saving
resend@resend-python__b468d4d5__requests__pycurl,resend/resend-python,b468d4d5,requests,pycurl,resend@resend-python__b468d4d5,requests__pycurl,57,57,True,57,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,89,0,
github@contributors__107543a7__python-dotenv__dynaconf,github/contributors,107543a7,python-dotenv,dynaconf,github@contributors__107543a7,python-dotenv__dynaconf,34,34,True,28,0.8235294117647058,-1,-1,False,-1,0.8235294117647058,-1,-1.0,False,-1,0.8235294117647058,-1,-1.0,0.8235294117647058,llmmig,,-1,-1.0,-1,-1.0,27,0,
cronitorio@cronitor-python__cdbae557__requests__treq,cronitorio/cronitor-python,cdbae557,requests,treq,cronitorio@cronitor-python__cdbae557,requests__treq,18,18,True,10,0.5555555555555556,-1,-1,True,10,0.5555555555555556,0,0.0,False,-1,0.5555555555555556,-1,-1.0,0.5555555555555556,llmmig,,-1,-1.0,-1,-1.0,158,0,
hwonyo@naver_talk_sdk__bf64ca59__requests__urllib3,hwonyo/naver_talk_sdk,bf64ca59,requests,urllib3,hwonyo@naver_talk_sdk__bf64ca59,requests__urllib3,60,60,True,39,0.65,-1,-1,False,-1,0.65,-1,-1.0,False,-1,0.65,-1,-1.0,0.65,llmmig,,-1,-1.0,-1,-1.0,32,0,
sindrel@nrk-pod-feeds__69b3cf40__requests__aiohttp,sindrel/nrk-pod-feeds,69b3cf40,requests,aiohttp,sindrel@nrk-pod-feeds__69b3cf40,requests__aiohttp,14,13,True,3,0.23076923076923078,-1,-1,False,-1,0.23076923076923078,-1,-1.0,True,12,0.9230769230769231,9,3.0,0.9230769230769231,async_transform,,-1,-1.0,-1,-1.0,223,0,
bayesiains@nflows__5d223444__matplotlib__altair,bayesiains/nflows,5d223444,matplotlib,altair,bayesiains@nflows__5d223444,matplotlib__altair,154,154,True,154,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,1,0,
python-cas@python-cas__5697dcc5__requests__treq,python-cas/python-cas,5697dcc5,requests,treq,python-cas@python-cas__5697dcc5,requests__treq,21,21,True,20,0.9523809523809523,-1,-1,False,-1,0.9523809523809523,-1,-1.0,True,20,0.9523809523809523,0,0.0,0.9523809523809523,llmmig,,-1,-1.0,-1,-1.0,64,0,
affjljoo3581@gpt2__7b159669__tqdm__alive-progress,affjljoo3581/gpt2,7b159669,tqdm,alive-progress,affjljoo3581@gpt2__7b159669,tqdm__alive-progress,35,35,True,35,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,133,0,
google@github_nonpublic_api__895a9075__requests__urllib3,google/github_nonpublic_api,895a9075,requests,urllib3,google@github_nonpublic_api__895a9075,requests__urllib3,12,12,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,92,0,
polymarket@py-clob-client__8ced2024__requests__urllib3,polymarket/py-clob-client,8ced2024,requests,urllib3,polymarket@py-clob-client__8ced2024,requests__urllib3,68,68,True,68,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,47,0,
jborchma@qtrade__7f89efd9__requests__httpx,jborchma/qtrade,7f89efd9,requests,httpx,jborchma@qtrade__7f89efd9,requests__httpx,18,18,True,5,0.2777777777777778,-1,-1,True,14,0.7777777777777778,9,1.8,False,-1,0.7777777777777778,-1,-1.0,0.7777777777777778,merge_skipped,,-1,-1.0,-1,-1.0,10,0,
jannisborn@paperscraper__fa7c5e26__requests__pycurl,jannisborn/paperscraper,fa7c5e26,requests,pycurl,jannisborn@paperscraper__fa7c5e26,requests__pycurl,47,43,True,39,0.9069767441860465,-1,-1,False,-1,0.9069767441860465,-1,-1.0,False,-1,0.9069767441860465,-1,-1.0,0.9069767441860465,llmmig,,-1,-1.0,-1,-1.0,180,0,
lukasschwab@arxiv.py__a1180d0e__requests__urllib3,lukasschwab/arxiv.py,a1180d0e,requests,urllib3,lukasschwab@arxiv.py__a1180d0e,requests__urllib3,25,25,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,53,0,
skyme5@snapchat-dl__9b382d01__requests__urllib3,skyme5/snapchat-dl,9b382d01,requests,urllib3,skyme5@snapchat-dl__9b382d01,requests__urllib3,14,14,True,13,0.9285714285714286,-1,-1,False,-1,0.9285714285714286,-1,-1.0,False,-1,0.9285714285714286,-1,-1.0,0.9285714285714286,llmmig,,-1,-1.0,-1,-1.0,41,0,
dknowles2@pyschlage__5c48dcd0__requests__urllib3,dknowles2/pyschlage,5c48dcd0,requests,urllib3,dknowles2@pyschlage__5c48dcd0,requests__urllib3,58,54,True,45,0.8333333333333334,-1,-1,False,-1,0.8333333333333334,-1,-1.0,False,-1,0.8333333333333334,-1,-1.0,0.8333333333333334,llmmig,,-1,-1.0,-1,-1.0,109,0,
icane@pyaxis__5217b0e8__requests__treq,icane/pyaxis,5217b0e8,requests,treq,icane@pyaxis__5217b0e8,requests__treq,28,28,True,6,0.21428571428571427,-1,-1,True,6,0.21428571428571427,0,0.0,True,20,0.7142857142857143,14,2.3333333333333335,0.7142857142857143,async_transform,,-1,-1.0,-1,-1.0,196,0,
suresoft-glados@sbfl__056ecf1f__tqdm__progressbar2,suresoft-glados/sbfl,056ecf1f,tqdm,progressbar2,suresoft-glados@sbfl__056ecf1f,tqdm__progressbar2,75,75,True,75,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,9,0,
blueprints-org@blueprints__b3bb6987__matplotlib__seaborn,blueprints-org/blueprints,b3bb6987,matplotlib,seaborn,blueprints-org@blueprints__b3bb6987,matplotlib__seaborn,1416,1416,True,1398,0.9872881355932204,-1,-1,True,0,0.9872881355932204,-1398,-1.0,False,-1,0.9872881355932204,-1,-1.0,0.9872881355932204,llmmig,,-1,-1.0,-1,-1.0,32,0,
octodns@octodns-ddns__d152390d__requests__requests_futures,octodns/octodns-ddns,d152390d,requests,requests_futures,octodns@octodns-ddns__d152390d,requests__requests_futures,7,7,True,7,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,26,0,
cskorpion@vmprof-firefox-converter__e1f6bb79__flask__bottle,cskorpion/vmprof-firefox-converter,e1f6bb79,flask,bottle,cskorpion@vmprof-firefox-converter__e1f6bb79,flask__bottle,59,56,True,56,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,68,0,
kmiq@coinbase-advanced-python__660f2f07__requests__urllib3,kmiq/coinbase-advanced-python,660f2f07,requests,urllib3,kmiq@coinbase-advanced-python__660f2f07,requests__urllib3,36,36,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,156,0,
blingenf@copydetect__ba072818__jinja2__mako,blingenf/copydetect,ba072818,jinja2,mako,blingenf@copydetect__ba072818,jinja2__mako,38,38,True,0,0.0,-1,-1,True,37,0.9736842105263158,37,1.0,False,-1,0.9736842105263158,-1,-1.0,0.9736842105263158,merge_skipped,,-1,-1.0,-1,-1.0,31,0,
yihong0618@klingcreator__e567c6a1__requests__pycurl,yihong0618/klingcreator,e567c6a1,requests,pycurl,yihong0618@klingcreator__e567c6a1,requests__pycurl,21,20,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,171,0,
carbonblack@carbon-black-cloud-sdk-python__0a3b0cfb__jsonschema__cerberus,carbonblack/carbon-black-cloud-sdk-python,0a3b0cfb,jsonschema,cerberus,carbonblack@carbon-black-cloud-sdk-python__0a3b0cfb,jsonschema__cerberus,1498,1492,True,0,0.0,-1,-1,True,1469,0.9845844504021448,1469,1.0,False,-1,0.9845844504021448,-1,-1.0,0.9845844504021448,merge_skipped,True,1492,1.0,23,0.015656909462219197,14,39,0.2641509433962264
k1m0ch1@bibit__9ae395ed__urllib3__aiohttp,k1m0ch1/bibit,9ae395ed,urllib3,aiohttp,k1m0ch1@bibit__9ae395ed,urllib3__aiohttp,2,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,42,0,
jaldekoa@bcra-wrapper__73c84046__requests__pycurl,jaldekoa/bcra-wrapper,73c84046,requests,pycurl,jaldekoa@bcra-wrapper__73c84046,requests__pycurl,199,199,True,199,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,41,0,
d-rickyy-b@pastepwn__cde6e968__requests__urllib3,d-rickyy-b/pastepwn,cde6e968,requests,urllib3,d-rickyy-b@pastepwn__cde6e968,requests__urllib3,236,233,True,233,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,26,0,
abinthomasonline@repopack-py__dc2b9243__chardet__cchardet,abinthomasonline/repopack-py,dc2b9243,chardet,cchardet,abinthomasonline@repopack-py__dc2b9243,chardet__cchardet,21,21,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,True,21,1.0,21,1.0,4,0,1.0
microsoft@knack__b1164b57__tabulate__rich,microsoft/knack,b1164b57,tabulate,rich,microsoft@knack__b1164b57,tabulate__rich,240,238,True,233,0.9705882352941176,-1,-1,False,-1,0.9705882352941176,-1,-1.0,False,-1,0.9705882352941176,-1,-1.0,0.9705882352941176,llmmig,,-1,-1.0,-1,-1.0,24,0,
trellis-ldp@py-ldnlib__83703c26__requests__urllib3,trellis-ldp/py-ldnlib,83703c26,requests,urllib3,trellis-ldp@py-ldnlib__83703c26,requests__urllib3,13,13,True,1,0.07692307692307693,-1,-1,False,-1,0.07692307692307693,-1,-1.0,False,-1,0.07692307692307693,-1,-1.0,0.07692307692307693,llmmig,,-1,-1.0,-1,-1.0,112,0,
k1m0ch1@bibit__9ae395ed__urllib3__requests,k1m0ch1/bibit,9ae395ed,urllib3,requests,k1m0ch1@bibit__9ae395ed,urllib3__requests,2,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,0,0,
yihong0618@klingcreator__e567c6a1__requests__treq,yihong0618/klingcreator,e567c6a1,requests,treq,yihong0618@klingcreator__e567c6a1,requests__treq,21,20,True,0,0.0,-1,-1,True,7,0.35,7,1.0,True,4,0.35,-3,-0.42857142857142855,0.35,merge_skipped,,-1,-1.0,-1,-1.0,173,0,
hh-h@aiohttp-swagger3__311f0dc9__attrs__cattrs,hh-h/aiohttp-swagger3,311f0dc9,attrs,cattrs,hh-h@aiohttp-swagger3__311f0dc9,attrs__cattrs,192,192,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,37,0,
capitalone@edgetest__dfc8b73c__click__typer,capitalone/edgetest,dfc8b73c,click,typer,capitalone@edgetest__dfc8b73c,click__typer,56,50,True,32,0.64,-1,-1,True,0,0.64,-32,-1.0,False,-1,0.64,-1,-1.0,0.64,llmmig,,-1,-1.0,-1,-1.0,118,0,
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__aiohttp,lamoreauxlab/srpenergy-api-client-python,693bafd8,requests,aiohttp,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests__aiohttp,43,43,True,24,0.5581395348837209,-1,-1,True,0,0.5581395348837209,-24,-1.0,True,24,0.5581395348837209,0,0.0,0.5581395348837209,llmmig,,-1,-1.0,-1,-1.0,303,0,
datamade@census__dd8b5b5e__requests__pycurl,datamade/census,dd8b5b5e,requests,pycurl,datamade@census__dd8b5b5e,requests__pycurl,17,17,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,112,0,
coguardio@coguard-cli__48207839__requests__aiohttp,coguardio/coguard-cli,48207839,requests,aiohttp,coguardio@coguard-cli__48207839,requests__aiohttp,379,355,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,801,0,
d-rickyy-b@pastepwn__cde6e968__requests__httpx,d-rickyy-b/pastepwn,cde6e968,requests,httpx,d-rickyy-b@pastepwn__cde6e968,requests__httpx,236,233,True,230,0.9871244635193133,-1,-1,False,-1,0.9871244635193133,-1,-1.0,False,-1,0.9871244635193133,-1,-1.0,0.9871244635193133,llmmig,,-1,-1.0,-1,-1.0,49,0,
sudiptob2@cf-stats__ce93670b__requests__treq,sudiptob2/cf-stats,ce93670b,requests,treq,sudiptob2@cf-stats__ce93670b,requests__treq,10,10,True,8,0.8,-1,-1,False,-1,0.8,-1,-1.0,True,9,0.9,1,0.125,0.9,async_transform,,-1,-1.0,-1,-1.0,40,0,
j4asper@dmr.py__8f335fd5__requests__treq,j4asper/dmr.py,8f335fd5,requests,treq,j4asper@dmr.py__8f335fd5,requests__treq,13,12,True,9,0.75,-1,-1,False,-1,0.75,-1,-1.0,True,6,0.75,-3,-0.3333333333333333,0.75,llmmig,,-1,-1.0,-1,-1.0,126,0,
sann05@python-currencycom__d790bd00__requests__aiohttp,sann05/python-currencycom,d790bd00,requests,aiohttp,sann05@python-currencycom__d790bd00,requests__aiohttp,47,43,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,914,0,
gillesvink@nukedockerbuild__69afa626__requests__pycurl,gillesvink/nukedockerbuild,69afa626,requests,pycurl,gillesvink@nukedockerbuild__69afa626,requests__pycurl,58,58,True,56,0.9655172413793104,-1,-1,False,-1,0.9655172413793104,-1,-1.0,False,-1,0.9655172413793104,-1,-1.0,0.9655172413793104,llmmig,,-1,-1.0,-1,-1.0,82,0,
lamoreauxlab@srpenergy-api-client-python__693bafd8__requests__requests_futures,lamoreauxlab/srpenergy-api-client-python,693bafd8,requests,requests_futures,lamoreauxlab@srpenergy-api-client-python__693bafd8,requests__requests_futures,43,43,True,24,0.5581395348837209,-1,-1,False,-1,0.5581395348837209,-1,-1.0,False,-1,0.5581395348837209,-1,-1.0,0.5581395348837209,llmmig,,-1,-1.0,-1,-1.0,24,0,
david96182@ninjemail__2a52a8cc__requests__treq,david96182/ninjemail,2a52a8cc,requests,treq,david96182@ninjemail__2a52a8cc,requests__treq,85,85,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,449,0,
treasure-data@td-client-python__099f9578__urllib3__requests,treasure-data/td-client-python,099f9578,urllib3,requests,treasure-data@td-client-python__099f9578,urllib3__requests,292,290,True,181,0.6241379310344828,-1,-1,True,0,0.6241379310344828,-181,-1.0,False,-1,0.6241379310344828,-1,-1.0,0.6241379310344828,llmmig,,-1,-1.0,-1,-1.0,267,0,
cronitorio@cronitor-python__cdbae557__requests__urllib3,cronitorio/cronitor-python,cdbae557,requests,urllib3,cronitorio@cronitor-python__cdbae557,requests__urllib3,18,18,True,13,0.7222222222222222,-1,-1,False,-1,0.7222222222222222,-1,-1.0,False,-1,0.7222222222222222,-1,-1.0,0.7222222222222222,llmmig,,-1,-1.0,-1,-1.0,101,0,
green-api@whatsapp-api-client-python__82b8d509__requests__pycurl,green-api/whatsapp-api-client-python,82b8d509,requests,pycurl,green-api@whatsapp-api-client-python__82b8d509,requests__pycurl,1,1,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,89,0,
bamboo-cms@bamboo__a5140922__click__plac,bamboo-cms/bamboo,a5140922,click,plac,bamboo-cms@bamboo__a5140922,click__plac,81,81,True,81,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,34,0,
sudiptob2@cf-stats__ce93670b__requests__urllib3,sudiptob2/cf-stats,ce93670b,requests,urllib3,sudiptob2@cf-stats__ce93670b,requests__urllib3,10,10,True,10,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,24,0,
haidra-org@ai-horde-styles__1221207a__requests__urllib3,haidra-org/ai-horde-styles,1221207a,requests,urllib3,haidra-org@ai-horde-styles__1221207a,requests__urllib3,3,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,10,0,
icane@pyaxis__5217b0e8__requests__requests_futures,icane/pyaxis,5217b0e8,requests,requests_futures,icane@pyaxis__5217b0e8,requests__requests_futures,28,28,True,26,0.9285714285714286,-1,-1,False,-1,0.9285714285714286,-1,-1.0,False,-1,0.9285714285714286,-1,-1.0,0.9285714285714286,llmmig,,-1,-1.0,-1,-1.0,17,0,
bheinzerling@bpemb__a75008c1__tqdm__alive-progress,bheinzerling/bpemb,a75008c1,tqdm,alive-progress,bheinzerling@bpemb__a75008c1,tqdm__alive-progress,20,19,True,19,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,21,0,
internetarchive@openlibrary-client__7e45d512__requests__requests_futures,internetarchive/openlibrary-client,7e45d512,requests,requests_futures,internetarchive@openlibrary-client__7e45d512,requests__requests_futures,46,46,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,131,0,
rochacbruno@dundie-rewards__e35d6be5__click__typer,rochacbruno/dundie-rewards,e35d6be5,click,typer,rochacbruno@dundie-rewards__e35d6be5,click__typer,27,26,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,86,0,
invinet@python-en16931__5e3a4a6c__requests__pycurl,invinet/python-en16931,5e3a4a6c,requests,pycurl,invinet@python-en16931__5e3a4a6c,requests__pycurl,69,65,True,65,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,192,0,
lmcinnes@glasbey__37cd1125__matplotlib__altair,lmcinnes/glasbey,37cd1125,matplotlib,altair,lmcinnes@glasbey__37cd1125,matplotlib__altair,92,92,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,31,0,
filestack@filestack-python__0e44e337__requests__urllib3,filestack/filestack-python,0e44e337,requests,urllib3,filestack@filestack-python__0e44e337,requests__urllib3,107,107,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,318,0,
codewithemad@apyrat__de1852d8__requests__aiohttp,codewithemad/apyrat,de1852d8,requests,aiohttp,codewithemad@apyrat__de1852d8,requests__aiohttp,8,8,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,1,0.125,1,1.0,0.125,async_transform,True,1,0.125,0,0.0,82,5,
andreroggeri@pynubank__3a35d906__requests__urllib3,andreroggeri/pynubank,3a35d906,requests,urllib3,andreroggeri@pynubank__3a35d906,requests__urllib3,328,322,True,68,0.2111801242236025,-1,-1,False,-1,0.2111801242236025,-1,-1.0,False,-1,0.2111801242236025,-1,-1.0,0.2111801242236025,llmmig,,-1,-1.0,-1,-1.0,151,0,
alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__sqlobject,alpden550/encrypt-decrypt-fields,a0029320,sqlalchemy,sqlobject,alpden550@encrypt-decrypt-fields__a0029320,sqlalchemy__sqlobject,16,16,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,21,0,
github@automatic-contrib-prs__3c357a2e__python-dotenv__dynaconf,github/automatic-contrib-prs,3c357a2e,python-dotenv,dynaconf,github@automatic-contrib-prs__3c357a2e,python-dotenv__dynaconf,22,21,True,14,0.6666666666666666,-1,-1,False,-1,0.6666666666666666,-1,-1.0,False,-1,0.6666666666666666,-1,-1.0,0.6666666666666666,llmmig,True,21,1.0,7,0.5,34,4,0.8947368421052632
funilrys@pyfunceble__a2756c4f__python-dotenv__environs,funilrys/pyfunceble,a2756c4f,python-dotenv,environs,funilrys@pyfunceble__a2756c4f,python-dotenv__environs,903,903,True,0,0.0,-1,-1,True,902,0.9988925802879292,902,1.0,False,-1,0.9988925802879292,-1,-1.0,0.9988925802879292,merge_skipped,True,903,1.0,1,0.0011086474501108647,20,2,0.9090909090909091
getpatchwork@git-pw__02c38bef__requests__treq,getpatchwork/git-pw,02c38bef,requests,treq,getpatchwork@git-pw__02c38bef,requests__treq,84,83,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,218,0,
codewithemad@apyrat__de1852d8__requests__treq,codewithemad/apyrat,de1852d8,requests,treq,codewithemad@apyrat__de1852d8,requests__treq,8,7,True,4,0.5714285714285714,-1,-1,False,-1,0.5714285714285714,-1,-1.0,True,1,0.5714285714285714,-3,-0.75,0.5714285714285714,llmmig,,-1,-1.0,-1,-1.0,98,0,
cordada@lib-cl-sii-python__d750fe31__jsonschema__cerberus,cordada/lib-cl-sii-python,d750fe31,jsonschema,cerberus,cordada@lib-cl-sii-python__d750fe31,jsonschema__cerberus,405,397,True,394,0.9924433249370277,-1,-1,True,0,0.9924433249370277,-394,-1.0,False,-1,0.9924433249370277,-1,-1.0,0.9924433249370277,llmmig,,-1,-1.0,-1,-1.0,59,0,
icane@pyaxis__5217b0e8__requests__httpx,icane/pyaxis,5217b0e8,requests,httpx,icane@pyaxis__5217b0e8,requests__httpx,28,28,True,28,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,24,0,
malmgrek@gammy__0b347ec9__matplotlib__seaborn,malmgrek/gammy,0b347ec9,matplotlib,seaborn,malmgrek@gammy__0b347ec9,matplotlib__seaborn,60,60,True,60,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,44,0,
juanjosalvador@nyaapy__38df01c2__requests__urllib3,juanjosalvador/nyaapy,38df01c2,requests,urllib3,juanjosalvador@nyaapy__38df01c2,requests__urllib3,4,4,True,4,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,33,0,
resend@resend-python__b468d4d5__requests__httpx,resend/resend-python,b468d4d5,requests,httpx,resend@resend-python__b468d4d5,requests__httpx,57,57,True,57,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,14,0,
texzk@hexrec__a3553b56__colorama__termcolor,texzk/hexrec,a3553b56,colorama,termcolor,texzk@hexrec__a3553b56,colorama__termcolor,1354,1353,True,1353,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,3889,0,
skyme5@snapchat-dl__9b382d01__requests__treq,skyme5/snapchat-dl,9b382d01,requests,treq,skyme5@snapchat-dl__9b382d01,requests__treq,14,14,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,97,0,
ful1e5@clickgen__ce70d07a__toml__tomli,ful1e5/clickgen,ce70d07a,toml,tomli,ful1e5@clickgen__ce70d07a,toml__tomli,42,41,True,41,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,6,0,
goranvrbaski@python-namesilo__4c867e65__requests__aiohttp,goranvrbaski/python-namesilo,4c867e65,requests,aiohttp,goranvrbaski@python-namesilo__4c867e65,requests__aiohttp,32,32,True,4,0.125,-1,-1,True,15,0.46875,11,2.75,True,22,0.6875,7,0.4666666666666667,0.6875,async_transform,,-1,-1.0,-1,-1.0,114,0,
getpatchwork@git-pw__02c38bef__requests__aiohttp,getpatchwork/git-pw,02c38bef,requests,aiohttp,getpatchwork@git-pw__02c38bef,requests__aiohttp,84,83,True,0,0.0,-1,-1,True,40,0.4819277108433735,40,1.0,False,-1,0.4819277108433735,-1,-1.0,0.4819277108433735,merge_skipped,,-1,-1.0,-1,-1.0,219,0,
smartystreets@smartystreets-python-sdk__af56ea7f__requests__treq,smartystreets/smartystreets-python-sdk,af56ea7f,requests,treq,smartystreets@smartystreets-python-sdk__af56ea7f,requests__treq,83,83,True,73,0.8795180722891566,-1,-1,False,-1,0.8795180722891566,-1,-1.0,True,76,0.9156626506024096,3,0.0410958904109589,0.9156626506024096,async_transform,,-1,-1.0,-1,-1.0,110,0,
blingenf@copydetect__ba072818__tqdm__alive-progress,blingenf/copydetect,ba072818,tqdm,alive-progress,blingenf@copydetect__ba072818,tqdm__alive-progress,38,38,True,22,0.5789473684210527,-1,-1,True,38,1.0,16,0.7272727272727273,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,90,0,
segmentio@analytics-python__603632f3__requests__requests_futures,segmentio/analytics-python,603632f3,requests,requests_futures,segmentio@analytics-python__603632f3,requests__requests_futures,79,78,True,69,0.8846153846153846,-1,-1,False,-1,0.8846153846153846,-1,-1.0,False,-1,0.8846153846153846,-1,-1.0,0.8846153846153846,llmmig,,-1,-1.0,-1,-1.0,71,0,
gugarosa@opytimizer__e050d12f__matplotlib__plotly,gugarosa/opytimizer,e050d12f,matplotlib,plotly,gugarosa@opytimizer__e050d12f,matplotlib__plotly,662,661,True,661,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,95,0,
bigcommerce@bigcommerce-api-python__599b27e6__requests__treq,bigcommerce/bigcommerce-api-python,599b27e6,requests,treq,bigcommerce@bigcommerce-api-python__599b27e6,requests__treq,38,38,True,0,0.0,-1,-1,True,27,0.7105263157894737,27,1.0,True,0,0.7105263157894737,-27,-1.0,0.7105263157894737,merge_skipped,True,38,1.0,11,0.4074074074074074,145,60,0.7073170731707317
